a01	stime_h_b2	stime_m_b2	res_id_b2	consent_b2	mid_b2	b2_01	b2_02	b2_02oth	b2_03	b2_04	b2_05	b2_05oth	b2_06a	b2_06b	b2_07	b2_08	b2_08a	b2_08b	b2_08c	b2_08d	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	b2_14oth	etime_h_b2	etime_m_b2	hhid2	flag_b2	hh_type	round
4322.0	9	34	3	1	7	1		" "	2015	66	2	" "	1.0	10.0	1	1	1	0	2		5	3	2	5		9999		" "	9	35	"4322"		2	3.0
4323.0	9	28	2	1	3	1		" "	2000	1	2	" "	0.5	10.0	2	2								1		2010	3	" "	9	40	"4323"		2	3.0
4323.0			2	1	5	1		" "	2004	1	2	" "	6.0	30.0	1	1	2	100	2		1	13	2	9		9999		" "			"4323"		2	3.0
4323.0			2	1	6	1		" "	2012	1	1	" "	1.5	15.0	1	1	1	0	2		1	5	2	5		9999		" "			"4323"		2	3.0
4324.0	9	30	3	1	4	1		" "	2003	1	2	" "	2.0	20.0	2	2								8		2016	9	" "	9	32	"4324"		2	3.0
4324.0			3	1	5	1		" "	2012	1	1	" "	1.0	10.0	1	1	1	0	2		5	5	2	5		9999		" "			"4324"		2	3.0
4325.0	9	16	2	1	3	1		" "	2000	1	1	" "	100.0	320.0	1	1	1	0	2		1	16	2	1		9999		" "	9	21	"4325"		2	3.0
4325.0			2	1	4	1		" "	2004	1	2	" "	1.0	10.0	1	1	2	0	1	1500	1	12	2	1		9999		" "			"4325"		2	3.0
4326.0	9	11	2	1	6	1		" "	2001	1	2	" "	0.5	5.0	2	2								8		2012	11	" "	9	16	"4326"		2	3.0
4326.0			2	1	7	1		" "	2017	66	1	" "	0.25	5.0	1	1	1	0	2		5	1	2	5		9999		" "			"4326"		2	3.0
4326.0			2	1	9	1		" "	2005	1	2	" "	1.0	12.0	2	2								9		2016	11	" "			"4326"		2	3.0
4327.0	15	5	3	1	99			" "				" "																" "	0		"4327"		2	3.0
4328.0	9	19	1	1	4	1		" "	2002	1	2	" "	1.0	10.0	2	2								8	9	2013	11	" "	9	22	"4328"		2	3.0
4329.0	9	36	2	1	2	1		" "	2004	1	1	" "	3.0	10.0	1	1	1	100	2		1	14	2	1		9999		" "	9	43	"4329"		2	3.0
4329.0			2	1	3	1		" "	2012	1	2	" "	0.5	5.0	1	1	2	80	2		8	6	2	5		9999		" "			"4329"		2	3.0
4330.0	11	13	2	1	99			" "				" "																" "	0		"4330"		2	3.0
4331.0	9	36	1	1	2	1		" "	2002	1	2	" "	2.0	25.0	2	2								1		2014	9	" "	9	40	"4331"		2	3.0
4331.0			1	1	3	1		" "	2011	1	2	" "	0.25	5.0	1	1	2	40	1	1000	1	8	2	5		9999		" "			"4331"		2	3.0
4332.0	9	20	1	1	3	1		" "	2003	1	2	" "	0.5	0.0	2	2								9		2015	9	" "	9	22	"4332"		2	3.0
4333.0	9	36	1	1	2	1		" "	2009	1	1	" "	0.5	5.0	2	2								1		2013	9	" "	9	42	"4333"		2	3.0
4333.0			1	1	3	1		" "	2010	1	2	" "	0.5	5.0	2	2								5		2015	9	" "			"4333"		2	3.0
4333.0			1	1	4	1		" "	2013	1	1	" "	0.5	5.0	1	1	1	0	2		1	4	2	1		9999		" "			"4333"		2	3.0
4333.0			1	1	5	1		" "	2014	1	1	" "	0.5	5.0	1	1	1	0	2		5	2	2	5		9999		" "			"4333"		2	3.0
4334.0	9	17	1	1	5	1		" "	2001	1	2	" "	2.0	40.0	2	2								1		2016	11	" "	9	20	"4334"		2	3.0
4335.0	9	11	1	1	3	1		" "	2017	66	10	" "	0.75	7.0	1	1	2	150	2		1	1	2	1		9999		" "	9	12	"4335"		2	3.0
4336.0	9	34	1	1	99			" "				" "																" "	9	35	"4336"		2	3.0
4337.0	9	31	1	1	3	1		" "	2002	1	2	" "	4.0	15.0	1	1	2	0	2		1	17	2	1		9999		" "	9	35	"4337"		2	3.0
4337.0			1	1	4	1		" "	2003	1	2	" "	0.5	5.0	1	1	2	0	2		1	15	2	9		9999		" "			"4337"		2	3.0
4337.0			1	1	5	1		" "	2004	1	2	" "	0.5	5.0	1	1	2	0	2		1	12	2	8		9999		" "			"4337"		2	3.0
4337.0			1	1	6	1		" "	2009	66	2	" "	3.0	30.0	1	1	2	140	2		1	9	2	1		9999		" "			"4337"		2	3.0
4338.0	9	31	1	1	5	1		" "	2012	1	2	" "	2.0	7.0	1	1	2	50	2		8	6	2	8	5	9999		" "	9	38	"4338"		2	3.0
4338.0			1	1	6	1		" "	2014	1	1	" "	0.33	7.0	1	1	1	0	2		5	4	2	5		9999		" "			"4338"		2	3.0
4339.0	14	23	1	1	4	1		" "	2015	1	1	" "	0.5	5.0	1	1	1	0	2		1	4	2	1		9999		" "	14	25	"4339"		2	3.0
4340.0	9	38	2	1	7	1		" "	2013	1	1	" "	0.5	5.0	1	1	1	0	2		5	5	2	5		9999		" "	9	44	"4340"		2	3.0
4340.0			2	1	8	1		" "	2016	1	1	" "	0.5	5.0	1	1	1	0	2		5	2	1	5		9999		" "			"4340"		2	3.0
4340.0			2	1	9	1		" "	2005	1	1	" "	0.5	5.0	2	2								5		2010	9	" "			"4340"		2	3.0
4341.0	9	6	1	1	3	1		" "	2000	1	1	" "	8.0	40.0	1	1	1	0	2		1	16	2	1		9999		" "	9	10	"4341"		2	3.0
4341.0			1	1	5	1		" "	2017	1	1	" "	0.5	10.0	1	1	1	0	2		5	2	2	1		9999		" "			"4341"		2	3.0
4342.0	9	45	1	1	5	1		" "	2006	1	2	" "	2.0	30.0	1	1	2	70	2		1	11	2	5		9999		" "	9	47	"4342"		2	3.0
4342.0			1	1	7	1		" "	1999	1	2	" "	2.0	30.0	2	2								8		2010	4	" "			"4342"		2	3.0
4342.0			1	1	8	1		" "	2002	1	2	" "	30.0	120.0	2	2								8		2013	4	" "			"4342"		2	3.0
4343.0	9	11	1	1	3	1		" "	2002	1	1	" "	1.0	15.0	2	2								5		2008	9	" "	9	15	"4343"		2	3.0
4343.0			1	1	4	1		" "	2017	1	1	" "	1.0	15.0	1	1	1	0	1	300	5	2	2	1		9999		" "			"4343"		2	3.0
4344.0	8	34	1	1	5	1		" "	2009	1	2	" "	2.0	15.0	1	1	2	30	2		8	9	2	8		9999		" "	8	35	"4344"		2	3.0
4345.0	8	40	1	1	99			" "				" "																" "	8	41	"4345"		2	3.0
4346.0	8	42	1	1	3	1		" "	2008	1	2	" "	7.0	20.0	1	1	2	250	1	2000	1	11	2	1		9999		" "	8	46	"4346"		2	3.0
4346.0			1	1	4	1		" "	2017	1	1	" "	0.5	10.0	1	1	1	0	1	200	5	2	2	1		9999		" "			"4346"		2	3.0
4347.0	8	37	3	1	4	1		" "	2001	1	2	" "	3.0	30.0	2	2								8		2011	21	" "	8	37	"4347"		2	3.0
4349.0	14	18	1	1	99			" "				" "																" "	14	19	"4349"		2	3.0
4350.0	8	59	1	1	99			" "				" "																" "	8	59	"4350"		2	3.0
4351.0	9	20	3	1	5	1		" "	2016	1	1	" "	0.25	5.0	1	1	1	0	2		5	2	2	5		9999		" "	9	22	"4351"		2	3.0
4351.0			3	1	6	1		" "	2007	1	2	" "	1.0	15.0	1	1	2	0	2		1	11	2	1		9999		" "			"4351"		2	3.0
4352.0	8	45	3	1	5	1		" "	2009	1	2	" "	2.0	30.0	1	1	2	0	2		8	9	2	8		9999		" "	8	47	"4352"		2	3.0
4352.0			3	1	6	1		" "	2016	66	1	" "	1.0	10.0	1	1	1	0	2		5	2	2	5		9999		" "			"4352"		2	3.0
4353.0	8	52	3	1	4	1		" "	1998	1	2	" "	2.0	10.0	2	2								1		2004	9	" "	8	58	"4353"		2	3.0
4353.0			3	1	7	1		" "	1999	1	2	" "	83.0	200.0	1	1	2	60	2		1	17	2	8		9999		" "			"4353"		2	3.0
4353.0			3	1	8	1		" "	2002	1	2	" "	2.0	30.0	2	2								5		2009	21	" "			"4353"		2	3.0
4353.0			3	1	9	1		" "	2017	1	1	" "	1.0	10.0	1	1	1	0	2		1	1	2	1		9999		" "			"4353"		2	3.0
4354.0	9	33	1	1	4	1		" "	2014	1	1	" "	0.15	3.0	1	1	1	0	2		5	4	2	5		9999		" "	9	37	"4354"		2	3.0
4355.0	13	5	1	1	3	1		" "	2011	1	2	" "	1.0	15.0	1	1	2	0	2		1	8	2	5		9999		" "	13	10	"4355"		2	3.0
4355.0			1	1	4	1		" "	2017	66	1	" "	1.0	15.0	1	1	1	0	2		5	1	2	1		9999		" "			"4355"		2	3.0
4356.0	8	58	1	1	3	1		" "	2003	1	1	" "	40.0	260.0	1	1	1	0	2		1	16	2	10		9999		" "	9	10	"4356"		2	3.0
4356.0			1	1	4	1		" "	2006	1	2	" "	7.0	40.0	1	1	2	0	2		1	13	2	9		9999		" "			"4356"		2	3.0
4356.0			1	1	5	1		" "	2008	1	2	" "	4.0	50.0	1	1	2	200	2		1	11	2	5		9999		" "			"4356"		2	3.0
4356.0			1	1	6	1		" "	2012	1	2	" "	1.0	15.0	1	1	2	100	1	300	1	7	2	5		9999		" "			"4356"		2	3.0
4356.0			1	1	7	1		" "	2015	1	1	" "	0.5	8.0	1	1	1	0	2		5	4	2	5		9999		" "			"4356"		2	3.0
4357.0	8	36	1	1	3	1		" "	2002	1	1	" "	50.0	65.0	1	1	1	0	1	500	1	15	2	5		9999		" "	8	42	"4357"		2	3.0
4357.0			1	1	5	1		" "	2009	1	1	" "	50.0	65.0	1	1	1	0	1	1000	1	9	2	8		9999		" "			"4357"		2	3.0
4358.0	9	5	1	1	3	1		" "	2014	1	1	" "	0.5	10.0	1	1	1	0	1	300	5	5	2	5		9999		" "	9	10	"4358"		2	3.0
4358.0			1	1	4	1		" "	2016	1	1	" "	0.5	10.0	1	1	1	0	1	300	5	3	2	5		9999		" "			"4358"		2	3.0
4359.0	8	36	1	1	99			" "				" "																" "	8	36	"4359"		2	3.0
4360.0	9	21	1	1	5	1		" "	2017	77	10	" "	7.0	90.0	1	1	2	200	2		1	77	1	1		9999		" "	9	23	"4360"		2	3.0
4361.0	9	40	1	1	3	1		" "	2000	1	9	" "	6.0	60.0	1	1	1	0	2		10	17	2	10	9	9999		" "	9	52	"4361"		2	3.0
4361.0			1	1	4	1		" "	2002	1	9	" "	1.5	10.0	2	2								1		2015	22	" "			"4361"		2	3.0
4361.0			1	1	5	1		" "	2011	1	2	" "	1.5	10.0	1	1	2	0	1	300	1	8	2	5		9999		" "			"4361"		2	3.0
4362.0	9	42	1	1	4	1		" "	2011	1	2	" "	0.0	1.0	1	1	2	0	1	150	1	7	2	8		9999		" "	9	48	"4362"		2	3.0
4362.0			1	1	5	1		" "	2014	1	2	" "	0.0	1.0	1	1	1	0	1	300	5	3	1	5		9999		" "			"4362"		2	3.0
4363.0	10	1	1	1	6	1		" "	2015	66	2	" "	0.5	5.0	1	1	2	250	1	500	1	3	2	1		9999		" "	10	6	"4363"		2	3.0
4363.0			1	1	7	1		" "	2017	1	2	" "	0.5	5.0	1	1	2	250	1	500	1	2	2	1		9999		" "			"4363"		2	3.0
4364.0	10	20	1	1	99			" "				" "																" "	10	20	"4364"		2	3.0
4366.0	9	46	1	1	99			" "				" "																" "	0		"4366"		2	3.0
4368.0	10	16	2	1	6	1		" "	2004	1	2	" "	1.0	15.0	2	2								5	8	2014	21	" "	10	20	"4368"		2	3.0
4369.0	10	5	4	1	99			" "				" "																" "	0		"4369"		2	3.0
4370.0	9	29	4	1	5	1		" "	2018	66	2	" "	0.5	5.0	2	1	2	150	2		1	66	2	1		9999		" "	9	34	"4370"		2	3.0
4371.0	9	19	1	1	2	1		" "	2001	1	2	" "	0.1	3.0	2	2								8		2008	9	" "	9	25	"4371"		2	3.0
4372.0	9	55	1	1	3	1		" "	2011	66	2	" "	1.0	10.0	1	1	2	60	1	500	1	7	2	5		9999		" "	10	15	"4372"		2	3.0
4372.0			1	1	4	1		" "	2015	77	10	" "	0.25	3.0	1	1	2	120	2		1	77	2	1		9999		" "			"4372"		2	3.0
4373.0	9	25	1	1	4	1		" "	2015	66	1	" "	0.5	5.0	1	1	1	0	1	300	5	3	2	5		9999		" "	9	32	"4373"		2	3.0
4374.0	9	32	1	1	99			" "				" "																" "	9	33	"4374"		2	3.0
4375.0	9	34	1	1	99			" "				" "																" "	9	35	"4375"		2	3.0
4376.0	9	21	2	1	99			" "				" "																" "	9	22	"4376"		2	3.0
4377.1	9	56	1	1	99			" "				" "																" "	10	0	"4377.1"		2	3.0
4377.2	16	46	3	1	4	1		" "	2012	1	2	" "	4.0	60.0	1	1	2	250	2		1	2	2	1		9999		" "	16	51	"4377.2"		2	3.0
4377.2			3	1	5	1		" "	2016	1	2	" "	4.0	60.0	1	1	2	200	2		1	2	2	1		9999		" "			"4377.2"		2	3.0
4378.0	9	48	1	1	3	1		" "	2009	1	2	" "	0.25	5.0	1	1	2	0	1	600	1	10	2	1		9999		" "	9	57	"4378"		2	3.0
4378.0			1	1	4	1		" "	2013	1	1	" "	0.25	5.0	1	1	1	0	2		5	4	1	5		9999		" "			"4378"		2	3.0
4379.0	9	18	1	1	2	1		" "	2007	66	2	" "	1.5	20.0	1	1	2	150	2		1	11	2	1		9999		" "	9	27	"4379"		2	3.0
4379.0			1	1	3	1		" "	2011	66	2	" "	0.15	2.0	1	1	2	0	2		1	8	2	8		9999		" "			"4379"		2	3.0
4380.0	10	6	1	1	99			" "				" "																" "	0		"4380"		2	3.0
4381.0	8	35	2	1	2			" "				" "																" "	8	37	" "	1	3	3.0
4381.0			2	1	3	1		" "	2017	66	3	" "	0.25	5.0	1	1	1	0	1	200	5	1	2	5		9999		" "			"4381"		3	3.0
4382.0	8	30	2	1	4	1		" "	2008	66	2	" "	2.0	20.0	1	1	2	50	1	300	1	10	2	8		9999		" "	8	32	"4382"		3	3.0
4383.0	9	55	1	1	3	1		" "	2012	1	7	" "	3.0	20.0	1	1	2	0	2		1	7	2	5		9999		" "	10	0	"4383"		3	3.0
4384.0	8	32	4	1	4	1		" "	2005	66	9	" "	4.0	20.0	1	1	2	0	2		1	3	2	8		9999		" "	8	35	"4384"		3	3.0
4385.0	14	20	1	1	5	1		" "	2014	1	1	" "	0.0	2.0	1	1	1	0	1	100	5	5	2	5		9999		" "	14	21	"4385"		3	3.0
4386.0	8	21	1	1	99			" "				" "																" "	8	21	"4386"		3	3.0
4387.0	8	25	1	1	3	1		" "	2004	1	9	" "	40.0	70.0	1	1	1	0	1	1000	1	3	2	1		9999		" "	8	35	"4387"		3	3.0
4387.0			1	1	4	1		" "	2013	1	2	" "	2.0	15.0	1	1	2	0	1	300	1	6	2	5		9999		" "			"4387"		3	3.0
4388.0	8	35	1	1	4	1		" "	2011	1	1	" "	0.0	5.0	2	2								5		2013	21	" "	8	40	"4388"		3	3.0
4388.0			1	1	5	2	1	" "				" "																" "			"4388"		3	3.0
4389.0	13	43	2	1	4	1		" "	2012	66	2	" "	2.0	12.0	1	1	2	0	1	300	8	6	2	5		9999		" "	13	48	"4389"		3	3.0
4390.0	8	20	1	1	3	1		" "	2003	66	9	" "	48.0	80.0	1	1	1	0	2		1	16	2	1		9999		" "	8	30	"4390"		3	3.0
4390.0			1	1	4	1		" "	2005	66	9	" "	35.0	60.0	1	1	1	0	2		1	12	2	1		9999		" "			"4390"		3	3.0
4391.0	8	25	3	1	5	1		" "	2016	1	1	" "	10.0	30.0	1	1	1	0	1	500	1	74	2	1		9999		" "	8	30	"4391"		3	3.0
4391.0			3	1	6	1		" "	2009	1	2	" "	2.0	30.0	1	1	2	10	1	300	1	10	2	8		9999		" "			"4391"		3	3.0
4392.0	8	33	1	1	3	1		" "	2002	66	2	" "	38.0	80.0	2	2								1		2013	12	" "	8	43	"4392"		3	3.0
4392.0			1	1	6	1		" "	2004	66	2	" "	0.3	5.0	2	2								1		2014	6	" "			"4392"		3	3.0
4393.0	8	35	1	1	3	1		" "	2013	66	1	" "	7.0	30.0	1	1	1	0	1	500	1	5	2	1		9999		" "	8	37	"4393"		3	3.0
4394.1	8	30	1	1	99			" "				" "																" "	8	30	"4394.1"		3	3.0
4394.2	8	35	4	1	4	1		" "	2001	66	9	" "	4.0	25.0	1	2								1		2016	21	" "	8	50	"4394.2"		3	3.0
4394.2			4	1	6	1		" "	2002	66	9	" "	4.0	25.0	1	2								1		2018	21	" "			"4394.2"		3	3.0
4395.0	8	21	1	1	5	1		" "	2008	66	9	" "	8.0	30.0	1	1	2	0	1	300	1	10	2	8		9999		" "	8	28	"4395"		3	3.0
4396.0	8	19	1	1	3	1		" "	2006	1	1	" "	34.0	60.0	1	1	1	0	1	2000	1	74	2	5		9999		" "	8	24	"4396"		3	3.0
4396.0			1	1	4	1		" "	2012	1	1	" "	4.0	30.0	1	1	1	0	1	600	1	7	2	5		9999		" "			"4396"		3	3.0
4397.0	8	25	1	1	3	1		" "	2010	1	2	" "	2.0	15.0	1	1	2	0	1	300	8	9	2	8		9999		" "	8	45	"4397"		3	3.0
4397.0			1	1	4	1		" "	2014	66	1	" "	0.0	5.0	1	1	1	0	1	200	5	4	2	5		9999		" "			"4397"		3	3.0
4397.0			1	1	5	2	1	" "				" "																" "			"4397"		3	3.0
4398.0	8	44	1	1	3	1		" "	2005	66	9	" "	2.0	18.0	1	2								5		2018	6	" "	8	49	"4398"		3	3.0
4399.0	8	42	1	1	3	1		" "	2015	66	1	" "	0.5	6.0	1	1	1	0	1	500	5	3	2	5		9999		" "	8	44	"4399"		3	3.0
4400.0	8	35	1	1	3	1		" "	2008	1	9	" "	11.0	45.0	1	1	1	60	1	3000	1	11	2	1		9999		" "	8	37	"4400"		3	3.0
4401.0	9	13	1	1	3	1		" "	2006	66	2	" "	2.0	15.0	2	2								5		2012	21	" "	9	21	"4401"		3	3.0
4401.0			1	1	5	2	2	" "				" "																" "			"4401"		3	3.0
4402.0	9	20	1	1	3	1		" "	2013	1	1	" "	1.0	15.0	1	1	1	0	1	250	1	6	2	5		9999		" "	9	26	"4402"		3	3.0
4402.0			1	1	4	1		" "	2015	1	1	" "	1.0	15.0	1	1	1	0	1	200	5	4	2	5		9999		" "			"4402"		3	3.0
4402.0			1	1	5	1		" "	2017	66	1	" "	1.0	15.0	1	1	1	0	2		5	1	2	5		9999		" "			"4402"		3	3.0
4403.0	8	35	1	1	3	1		" "	2012	66	2	" "	8.0	30.0	1	1	2	30	2		1	6	2	5		9999		" "	8	50	"4403"		3	3.0
4403.0			1	1	4	1		" "	2016	66	1	" "	2.0	15.0	1	1	1	0	2		1	2	2	1		9999		" "			"4403"		3	3.0
4404.0	8	20	1	1	3	1		" "	2014	66	1	" "	1.0	10.0	1	1	1	0	1	200	5	4	2	5		9999		" "	8	25	"4404"		3	3.0
4405.0	9	11	3	1	3	1		" "	2002	66	1	" "	1.0	12.0	2	2								1		2008	5	" "	9	16	"4405"		3	3.0
4406.0	9	50	1	1	6	1		" "	2010	66	2	" "	5.0	15.0	1	1	2	0	1	600	1	8	2	5		9999		" "	9	59	"4406"		3	3.0
4406.0			1	1	7	1		" "	2013	66	2	" "	5.0	15.0	1	1	1	0	2		1	5	2	1		9999		" "			"4406"		3	3.0
4407.1	8	45	1	1	99			" "				" "																" "	8	46	"4407.1"		3	3.0
4407.2	16	40	3	1	6	1		" "	2011	1	1	" "	1.0	10.0	2	2								5		2016	9	" "	16	45	"4407.2"		3	3.0
4407.2			3	1	7	1		" "	2012	1	1	" "	3.0	40.0	2	2								1		2017	9	" "			"4407.2"		3	3.0
4407.2			3	1	8	1		" "	2015	66	1	" "	1.0	10.0	1	1	1	0	2		5	3	2	5		9999		" "			"4407.2"		3	3.0
4408.0	8	57	1	1	3	1		" "	2014	66	1	" "	0.6	8.0	1	1	1	0	2		5	4	2	5		9999		" "	9	4	"4408"		3	3.0
4408.0			1	1	4	1		" "	2017	66	1	" "	0.6	8.0	1	1	1	0	1	100	5	1	2	5		9999		" "			"4408"		3	3.0
4409.0	9	1	1	1	3	1		" "	2013	1	1	" "	4.0	30.0	1	1	1	0	2		1	6	2	5		9999		" "	9	5	"4409"		3	3.0
4409.0			1	1	4	1		" "	2016	1	1	" "	1.0	10.0	1	1	1	0	2		5	3	2	5		9999		" "			"4409"		3	3.0
4410.0	11	43	2	1	3	1		" "	2008	1	2	" "	3.0	20.0	2	2								1		2016	6	" "	11	57	"4410"		3	3.0
4410.0			2	1	5	1		" "	2014	66	1	" "	1.0	10.0	1	1	1	0	1	150	5	4	2	5		9999		" "			"4410"		3	3.0
4411.0	12	54	1	1	99			" "				" "																" "	12	55	"4411"		3	3.0
4412.0	9	45	1	1	3	1		" "	2005	66	9	" "	12.0	25.0	1	1	1	65	1	600	1	13	2	8		9999		" "	9	53	"4412"		3	3.0
4414.0	7	30	1	1	4	1		" "	2014	66	1	" "	1.0	10.0	1	1	1	0	1	100	5	4	2	5		9999		" "	7	45	"4414"		3	3.0
4414.0			1	1	5	1		" "	2017	66	1	" "	1.0	10.0	1	1	1	0	1	100	1	1	2	5		9999		" "			"4414"		3	3.0
4415.0	9	0	3	1	4	1		" "	1994	1	2	" "	0.0	5.0	2	2								1		1999	9	" "	9	15	"4415"		3	3.0
4415.0			3	1	9	1		" "	1998	1	2	" "	2.0	20.0	2	2								1		2004	9	" "			"4415"		3	3.0
4415.0			3	1	10	1		" "	2000	1	2	" "	2.0	20.0	2	2								1		2003	9	" "			"4415"		3	3.0
4416.0	8	27	1	1	3	1		" "	2011	66	1	" "	3.0	40.0	1	1	1	0	1	300	1	7	2	1		9999		" "	8	29	"4416"		3	3.0
4416.0			1	1	4	1		" "	2016	66	1	" "	1.0	10.0	1	1	1	0	2		5	2	2	5		9999		" "			"4416"		3	3.0
4417.0	9	12	1	1	4	1		" "	1999	1	2	" "	2.0	20.0	2	2								5		2007	5	" "	9	35	"4417"		3	3.0
4417.0			1	1	5	1		" "	2003	1	2	" "	1.0	12.0	2	2								1		2006	5	" "			"4417"		3	3.0
4417.0			1	1	6	1		" "	2006	66	2	" "	2.0	20.0	2	2								1		2014	6	" "			"4417"		3	3.0
4417.0			1	1	7	1		" "	2003	66	1	" "	1.0	10.0	2	2								1		2010	5	" "			"4417"		3	3.0
4418.0	8	40	1	1	3	1		" "	2016	66	1	" "	1.0	10.0	1	1	1	0	2		5	2	2	5		9999		" "	8	50	"4418"		3	3.0
4419.0	9	20	1	1	3	1		" "	2003	66	2	" "	8.0	20.0	2	2								8		2010	9	" "	9	40	"4419"		3	3.0
4419.0			1	1	4	1		" "	2009	66	2	" "	8.0	20.0	1	1	2	0	2		1	9	2	8		9999		" "			"4419"		3	3.0
4419.0			1	1	5	1		" "	2014	66	1	" "	1.0	10.0	1	1	1	0	2		5	4	2	5		9999		" "			"4419"		3	3.0
4419.0			1	1	6	1		" "	2009	66	2	" "	3.0	25.0	1	2								8		2018	21	" "			"4419"		3	3.0
4420.0	7	28	1	1	3	1		" "	2000	1	2	" "	1.0	12.0	2	2								1		2004	5	" "	7	38	"4420"		3	3.0
4420.0			1	1	4	1		" "	2003	1	2	" "	1.0	12.0	2	2								5		2007	5	" "			"4420"		3	3.0
4420.0			1	1	6	1		" "	2016	66	1	" "	1.0	12.0	1	1	1	0	2		5	2	2	5		9999		" "			"4420"		3	3.0
4420.0			1	1	7	1		" "	2018	66	1	" "	1.0	12.0	2	1	1	0	2		1	66	9					" "			"4420"		3	3.0
4420.0			1	1	8	1		" "	2008	66	2	" "	1.0	10.0	1	2								5		2017	21	" "			"4420"		3	3.0
4421.1	9	3	1	1	99			" "				" "																" "	9	4	"4421.1"		3	3.0
4421.2	8	52	5	1	5	1		" "	2004	66	1	" "	0.4	6.0	2	2								1		2007	5	" "	9	4	"4421.2"		3	3.0
4421.2			5	1	8	1		" "	2008	1	2	" "	5.0	30.0	1	2								8		2017	21	" "			"4421.2"		3	3.0
4422.0	8	50	1	1	6	1		" "	2008	66	2	" "	1.0	10.0	1	2								5		2017	9	" "	8	55	"4422"		3	3.0
4423.0	8	53	3	1	3	1		" "	2001	66	9	" "	6.0	30.0	2	2								1		2014	11	" "	9	2	"4423"		3	3.0
4423.0			3	1	4	1		" "	2005	66	9	" "	6.0	30.0	1	1	2	125	2		1	33	1	8		9999		" "			"4423"		3	3.0
4423.0			3	1	5	1		" "	2007	66	9	" "	12.0	40.0	1	1	1	0	2		1	11	2	8		9999		" "			"4423"		3	3.0
4424.0	9	3	3	1	5	1		" "	2012	66	1	" "	1.0	15.0	1	1	1	0	1	450	1	6	2	5		9999		" "	9	8	"4424"		3	3.0
4424.0			3	1	6	2	2	" "				" "																" "			"4424"		3	3.0
4424.0			3	1	7	1		" "	2018	66	1	" "	0.25	5.0	2	1	1	0	2		4	66	9					" "			"4424"		3	3.0
4425.0	8	35	1	1	99			" "				" "																" "	8	36	"4425"		3	3.0
4426.0	8	40	1	1	4	1		" "	2004	1	1	" "	1.0	10.0	2	2								1		2009	9	" "	9	0	"4426"		3	3.0
4426.0			1	1	5	1		" "	2000	66	1	" "	1.0	10.0	2	2								5		2010	6	" "			"4426"		3	3.0
4427.0	14	53	1	1	3	1		" "	2011	66	2	" "	1.5	15.0	1	1	2	0	1	250	1	7	2	5		9999		" "	14	59	"4427"		3	3.0
4428.0	8	50	1	1	3	1		" "	2014	1	1	" "	0.0	5.0	1	1	1	0	1	300	5	5	2	5		9999		" "	9	0	"4428"		3	3.0
4429.0	8	53	3	1	3	1		" "	2000	1	2	" "	2.0	30.0	2	2								1		2009	9	" "	8	58	"4429"		3	3.0
4429.0			3	1	4	1		" "	2006	1	1	" "	2.0	30.0	2	2								5		2015	21	" "			"4429"		3	3.0
4430.0	8	55	1	1	4	1		" "	2014	66	1	" "	0.25	5.0	1	1	1	0	1	150	5	4	2	5		9999		" "	9	0	"4430"		3	3.0
4431.0	9	12	2	1	99			" "				" "																" "	9	13	"4431"		3	3.0
4432.0	8	55	1	1	4	1		" "	2013	1	1	" "	0.25	7.0	1	1	1	0	2		1	6	2	1		9999		" "	9	0	"4432"		3	3.0
4432.0			1	1	5	1		" "	2017	66	1	" "	0.25	7.0	1	1	1	0	2		5	1	2	5		9999		" "			"4432"		3	3.0
4433.0	8	40	1	1	99			" "				" "																" "	8	41	"4433"		3	3.0
4434.0	8	43	1	1	3	1		" "	2015	66	1	" "	0.4	6.0	1	1	1	0	1	150	5	3	2	5		9999		" "	8	50	"4434"		3	3.0
4435.0	9	20	1	1	3	1		" "	2009	1	2	" "	1.0	15.0	1	1	2	50	1	500	1	10	2	5		9999		" "	9	25	"4435"		3	3.0
4435.0			1	1	4	1		" "	2010	66	2	" "	1.0	15.0	1	1	2	50	2		1	8	2	5		9999		" "			"4435"		3	3.0
4435.0			1	1	8	1		" "	2006	1	2	" "	2.0	20.0	2	2								1		2016	21	" "			"4435"		3	3.0
4436.0	8	53	4	1	4	1		" "	2007	66	1	" "	3.0	25.0	2	2								5		2017	21	" "	8	59	"4436"		3	3.0
4437.0	8	40	1	1	99			" "				" "																" "	8	40	"4437"		3	3.0
4439.0	8	50	1	1	3	1		" "	2003	1	2	" "	10.0	15.0	1	1	2	30	1	500	1	14	2	5		9999		" "	9	0	"4439"		3	3.0
4439.0			1	1	4	1		" "	2014	1	2	" "	1.0	5.0	1	1	2	50	1	500	1	6	2	5		9999		" "			"4439"		3	3.0
4441.0	9	7	1	1	3	1		" "	2013	66	1	" "	0.5	7.0	1	1	1	0	1	600	1	5	2	5		9999		" "	9	10	"4441"		3	3.0
4443.0	9	6	3	1	3	1		" "	2005	66	1	" "	48.0	120.0	1	1	1	100	2		1	13	2	9		9999		" "	9	12	"4443"		3	3.0
4443.0			3	1	4	1		" "	2012	1	1	" "	0.5	8.0	1	1	2	30	1	600	1	6	2	5		9999		" "			"4443"		3	3.0
