a01	rid	n01	bid	n02	n03a	n03b	n03c	n04a	n04b	n04c	n05	n06a	n06b	n07	n08a	n08b	n08c	n09a	n09b	n09c	n10a	n10b	n10c	n11a	n11b	n11c	n12a	n12b	n12c	n13	n14	n15	n16	n17a	n17b	n18	n19	n20a	n20b	n21	n22a	n22b	sample_type
1933	1	1	1	5	1	3		1			1200	30	0	1							1			1			1			2	6.0	100.0	100.0	1		2	2	2		0	1		3
1934	1	2																																									3
1935	1	1	1	30	1			1			50000	10	0	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		3
1936	1	2																																									3
1937	1	1	1	29	1			1			72000	23	0	1							1			1			1			2	10.0	100.0	100.0	1		3	2	2		0	1		3
1938	1	1	1	29	1	2		1			18000	5	0	1							1	2		1	2		1	2		1	12.0	100.0	100.0	1		1	2	2		0	1		3
1939	1	1	1	31	1			1			40000	12	0	1							1			1			1			3	10.0	100.0	100.0	1		3	2	8		0	1		3
1940	1	2																																									3
1941	1	1	1	14	1			1			60000	7	0	1							1			1			1			2	12.0	100.0	100.0	1		3	1	2		0	1		3
1941	1	1	2	31	1			1			30000	15	0	1							72			72			1			2	9.0	100.0	100.0	1		3	1	2		0	1		3
1942	3	1	1	30	1			3			30000	15	6	1							3			3			1			3	4.0	100.0	100.0	1		3	2	2		0	1		3
1942	3	1	2	26	1	3		1			18000	1	2	1							1	3		1	3		1	3		1	12.0	100.0	100.0	1		2	2	2		0	1		3
1943	1	1	1	30	1			1			12000	5	0	1							1			1			1			3	4.0	100.0	100.0	1		3	2	1		0	1		3
1944	1	2																																									3
1945	1	2																																									3
1946	1	2																																									3
1947	1	1	1	29	1	72		1			25000	15	0	1							1			1			1			3	10.0	100.0	100.0	1		3	2	10		0	1		3
1948	1	1	1	30	1			1			40000	35	0	1							1			1			1			2	12.0	100.0	100.0	1		3	2	2		0	1		3
1949	1	2																																									3
1950	1	1	1	30	1			1			30000	7	0	1							1			1			1			3	9.0	100.0	100.0	1		3	2	1		0	1		3
1951	1	1	1	29	1			1			12000	30	3	2	1			1			1			1			1			2	6.0	100.0	100.0	1		3	2	2		0	1		3
1952	1	2																																									3
1953	1	1	1	26	1			1			18000	8	0	1							1			1			1			1	12.0	100.0	100.0	1		1	2	1		0	1		3
1953	1	1	2	30	1			1			40000	20	0	1							1			1			1			3	10.0	100.0	100.0	1		3	2	2		0	1		3
1954	1	1	1	28	1			1			15000	4	0	1							1			1			1			2	3.0	0.0	100.0	2		4	2	12		0	1		3
1954	1	1	2	28	1			1			15000	4	0	1							1			1			1			2	9.0	0.0	100.0	2		4	2	12		0	1		3
1954	1	1	3	30	1	2		1			1800	3	0	1							2			2			1	2		1	12.0	100.0	100.0	1		1	2	2		0	1		3
1955	1	1	1	1	1			1			36000	7	0	2	1	2		1	2		1			1			1			3	9.0	100.0	100.0	1		2	2	2		0	1		3
1955	1	1	2	30	1	2		2			2000	3	0	1							2			2			1	2		1	12.0	100.0	100.0	1		1	2	2		0	1		3
1956	1	1	1	30	1			1			18000	0	9	1							1			1			1			3	6.0	100.0	100.0	1		3	2	2		0	1		3
1956	1	1	2	30	2			2			4500	12	5	1							2			2	1		2	1		1	12.0	100.0	100.0	1		3	2	2		0	1		3
1957	1	2																																									3
1958	1	2																																									3
1959	1	1	1	30	1	72		1	72		7500	5	0	1							1			1			1			2	1.0	100.0	100.0	1		3	2	12		0	1		3
1959	1	1	2	31	1			1			30000	13	4	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		3
1960	1	1	1	21	1			1			25000	5	6	1							1			1			1			3	12.0	100.0	100.0	1		1	3	2		0	1		3
1960	1	1	2	29	3			3			3000	0	3	1							3			3			3			2	3.0	100.0	100.0	1		3	2	2		0	1		3
1961	1	2																																									3
1962	1	2																																									3
1963	1	2																																									3
1964	1	2																																									3
1965	1	2																																									3
1966	1	2																																									3
1967	1	2																																									3
1968	1	2																																									3
1969	1	2																																									3
1970	1	2																																									3
1971	1	2																																									3
1972	1	2																																									3
1973	1	2																																									3
1974	1	2																																									3
1975	1	2																																									3
1976	1	2																																									3
1977	1	2																																									3
1978	1	2																																									3
1979	1	2																																									3
1980	1	2																																									3
1981	1	2																																									3
1982	1	2																																									3
1983	1	1	1	39	1			1			30000	3	5	1							1			1			1			3	4.0	50.0	50.0	1		1	2	2		10	1		3
1983	1	1	2	5	1			1			2000	10	2	1							1			1			1			2	2.0	50.0	50.0	1		1	2	2		10	1		3
1984	1	2																																									3
1985	1	2																																									3
1986	1	2																																									3
1987	1	2																																									3
1988	1	2																																									3
1989	1	2																																									3
1990	1	2																																									3
1991	1	2																																									3
1992	1	2																																									3
1993	1	2																																									3
1994	1	1	1	29	1	2		1	2		8000	0	9	1							1	2		1	2		1	2		1	9.0	100.0	100.0	1		1	2	3		0	1		3
1995	1	2																																									3
1996	1	2																																									3
1997	1	2																																									3
1998	1	1	1	30	1			1			70000	1	5	1							1			1			1			2	12.0	100.0	100.0	1		2	2	6		0	1		3
1999	1	2																																									3
2000	1	2																																									3
2001	1	2																																									3
2002	1	2																																									3
2003	1	2																																									3
2004	1	2																																									3
2005	1	2																																									3
2006	1	2																																									3
2007	1	2																																									3
2008	1	2																																									3
2009	1	2																																									3
2010	1	2																																									3
2011	1	2																																									3
2012	1	2																																									3
2013	1	2																																									3
2014	1	2																																									3
2015	1	2																																									3
2016	1	2																																									3
2017	1	2																																									3
2018	1	1	1	30	1			1			60000	16	5	1							1			1			1			2	12.0	100.0	100.0	1		3	2	3		0	1		3
2019	1	2																																									3
2020	1	2																																									3
2021	1	2																																									3
2022	1	2																																									3
2023	1	1	1	30	1			1			15000	10	3	1							1			1			1			2	12.0	100.0	100.0	1		4	2	2		0	1		3
2024	1	1	1	30	1			1			60000	10	6	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		3
2025	1	2																																									3
2026	1	2																																									3
2027	1	2																																									3
2028	1	1	1	30	1			1			24000	30	4	1							1			1			1			2	12.0	100.0	100.0	1		2	2	3		0	2		3
2029	1	2																																									3
2030	1	2																																									3
2031	1	2																																									3
2032	1	2																																									3
2033	1	1	1	30	1			1			1800	1	3	1							1	3		1	3		1	3		2	12.0	100.0	100.0	1		2	1	2		0	1		3
2034	1	1	1	30	1			1			36000	10	2	1							1			1			1			3	10.0	100.0	100.0	1		3	2	2		0	1		3
2035	1	2																																									3
2036	1	1	1	6	1			1			72000	1	4	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		2	1		3
2037	1	2																																									3
2038	1	2																																									3
2039	1	2																																									3
2040	1	2																																									3
2041	1	2																																									3
2042	1	2																																									3
2043	1	2																																									3
2044	1	2																																									3
2045	1	2																																									3
2046	1	1	1	29	1			1			70000	4	5	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		3
2047	1	2																																									3
2048	1	2																																									3
2049	1	2																																									3
2050	1	2																																									3
2051	1	1	1	31	1			1			30000	0	7	1							72			72			1			3	7.0	100.0	100.0	1		3	2	2	3	0	1		3
2052	1	2																																									3
2053	1	2																																									3
2054	1	2																																									3
2055	1	2																																									3
2056	1	2																																									3
2057	1	1	1	29	1			1			80000	5	4	1							1	3		1	3		1			2	12.0	100.0	100.0	1		2	2	2		0	1		3
2058	1	1	1	30	1			1			10000	1	7	1							1			1			1			2	12.0	100.0	100.0	1		2	2	8		0	1		3
2059	1	1	1	30	1			1			70000	3	3	1							1			1			1			3	12.0	100.0	100.0	1		2	2	2		0	1		3
2060	1	2																																									3
2061	1	2																																									3
2062	1	1	1	30	1			1			10000	3	7	1							1			1			1			3	12.0	100.0	100.0	1		2	2	1		0	1		3
2063	1	2																																									3
2064	1	2																																									3
2065	1	2																																									3
2066	1	2																																									3
2067	1	2																																									3
2068	1	2																																									3
2069	1	2																																									3
2070	1	2																																									3
2071	1	1	1	29	1			1			60000	10	6	1							1			1			1			2	12.0	100.0	100.0	1		3	2	2		0	1		3
2072	1	2																																									3
2073	1	1	1	28	1			1			27000	15	4	1							1			1			1			1	8.0	100.0	100.0	1		3	2	4		0	1		3
2074	1	2																																									3
2075	1	2																																									3
2076	1	2																																									3
2077	1	2																																									3
2078	1	2																																									3
2079	1	2																																									3
2080	1	2																																									3
2081	1	2																																									2
2082	1	2																																									2
2083	1	1	1	29	1			1			48000	2	3	1							1	2		1	2		1			2	12.0	100.0	100.0	1		2	2	2		0	1		2
2083	1	1	2	30	1	2		2			6000	1	2	1							2			2			2			1	12.0	100.0	100.0	1		1	2	2		0	1		2
2084	1	2																																									2
2085	1	2																																									2
2086	1	2																																									2
2087	1	1	1	31	1			1			100000	1	3	1							1			1			1			3	12.0	100.0	100.0	1		3	3	2		0	1		2
2088	1	2																																									2
2089	1	1	1	29	1			1			120000	6	8	1							1			1			1			2	12.0	100.0	100.0	1		3	2	1		0	1		2
2090	1	1	1	29	1			1			72000	5	8	1							1			1			1	2		3	9.0	100.0	100.0	1		5	2	2		0	1		2
2090	1	1	2	29	1			1			27000	5	8	1							1			1			1	2		3	3.0	100.0	100.0	1		5	2	2		0	1		2
2091	1	1	1	29	1			1			72000	12	6	1							1			1			1			2	12.0	100.0	100.0	1		3	2	2		0	1		2
2092	1	2																																									2
2093	1	2																																									2
2094	1	2																																									2
2095	3	1	1	29	1			3			48000	9	6	1							3			3			3			3	12.0	100.0	100.0	1		3	3	2		0	1		2
2096	1	2																																									2
2097	1	1	1	31	1			1			100000	1	3	1							1			1			1			3	12.0	100.0	100.0	1		4	1	2		0	1		2
2098	1	2																																									2
2099	1	2																																									2
2100	1	2																																									2
2101	1	2																																									2
2102	1	2																																									2
2103	1	1	1	30	2			2			1200	2	4	1							2			2			2			1	8.0	20.0	100.0	1		1	2	2		0	1		2
2104	1	2																																									2
2105	1	2																																									2
2106	1	1	1	29	1			1			48000	15	3	1							1			1			1			2	12.0	100.0	100.0	1		5	2	2	3	0	1		2
2107	1	1	1	31	1			1			72000	1	7	1							1			1			1			3	12.0	0.0	100.0	1		4	2	8		0	1		2
2108	1	2																																									2
2109	1	1	1	29	1			1			60000	4	5	1							1			1			1			2	12.0	100.0	100.0	1		3	2	9		0	1		2
2110	1	2																																									2
2111	1	2																																									2
2112	1	1	1	29	1			1			48000	2	4	1							1			1			1			2	12.0	100.0	100.0	1		4	1	6		0	1		2
2113	1	2																																									2
2114	3	1	1	7	1			3			96000	5	4	1							1	3		1	3		3	1		2	12.0	100.0	100.0	1		2	1	2		0	1		2
2115	1	2																																									2
2116	1	2																																									2
2117	1	1	1	29	1			1			120000	3	7	1							1			1			1			2	12.0	100.0	100.0	1		2	1	8		0	1		2
2118	1	2																																									2
2119	1	2																																									2
2120	1	2																																									2
2121	1	2																																									2
2122	1	1	1	39	1			1			20000	3	1	1							1			1			1			3	4.0	100.0	100.0	1		2	2	3		0	1		2
2123	1	1	1	31	1			1			72000	1	0	1							1			1			1			3	12.0	100.0	100.0	1		3	1	5		0	1		2
2123	1	1	2	28	1			1			12000	10	8	1							1			1			1			2	4.0	100.0	100.0	1		3	2	2		0	1		2
2124	1	1	1	29	1			1			60000	10	9	1							1			1			1			2	12.0	100.0	100.0	1		3	2	2		0	1		2
2124	1	1	2	28	1			1			24000	15	2	1							1	2		1	2		1			2	4.0	100.0	100.0	1		3	2	2		0	1		2
2124	1	1	3	28	1			1			84000	18	1	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		2
2125	1	2																																									2
2126	1	2																																									2
2127	1	2																																									2
2128	1	2																																									2
2129	1	2																																									2
2130	1	2																																									2
2131	1	2																																									2
2132	1	2																																									2
2133	1	1	1	28	1			1			18000	8	4	1							1			1	2		1			1	5.0	100.0	100.0	1		3	2	1		0	1		2
2134	1	1	1	31	1			1			72000	10	3	1							1			1			1			3	12.0	100.0	100.0	1		3	2	8		0	1		2
2135	1	1	1	28	1			1			36000	8	3	1							1			1			1			3	12.0	100.0	100.0	1		3	2	8		0	1		2
2136	1	1	1	30	2			2			3000	4	6	1							2			2			2			1	12.0	100.0	100.0	1	3	1	3	12		0	1		2
2137	1	2																																									2
2138	1	1	1	30	1			1			180000	9	6	1							1			1			1			2	12.0	100.0	100.0	1		4	1	2		2	1		2
2139	1	1	1	29	1			1			48000	1	1	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	2		2
2140	1	2																																									2
2141	1	2																																									2
2142	1	2																																									2
2143	1	1	1	28	1			1			72080	15	4	1							1			1			1			2	12.0	100.0	100.0	1		2	2	10	8	0	1		2
2143	1	1	2	31	1			1			24000	5	3	1							1			72			1			3	12.0	100.0	100.0	1		3	2	8		2	1		2
2144	1	2																																									2
2145	1	2																																									2
2146	1	2																																									2
2147	1	2																																									2
2148	1	2																																									2
2149	1	1	1	30	1	72		1	72	72	18000	1	0	2	1	72		1	72		1	72		1	72		1	72		2	9.0	33.0	33.0	1		2	2	11		0	1		2
2150	1	1	1	1	1			1			15000	9	6	1							1			1			1	2		2	3.0	100.0	100.0	1		2	2	2		0	1		2
2150	1	1	2	30	1			72			24000	2	4	1							1			1			1	2		2	12.0	16.0	16.0	1		2	2	2		0	1		2
2151	1	2																																									2
2152	1	2																																									2
2153	1	1	1	23	1			1			7000	0	1	1							1			1			1			2	1.0	100.0	100.0	1		2	2	2		1	1		2
2154	1	1	1	23	1			1			96000	7	3	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		2	1		2
2155	1	2																																									2
2156	1	2																																									2
2157	1	2																																									2
2158	1	1	1	31	1			1			70000	30	0	1							1			1			1			3	12.0	100.0	100.0	1		2	1	2		0	1		2
2159	1	1	1	31	1			1			60000	2	3	1							1			1			1			3	12.0	100.0	100.0	1		4	1	2		0	1		2
2160	1	2																																									2
2161	1	2																																									2
2162	1	2																																									2
2163	1	2																																									2
2164	1	2																																									2
2165	1	2																																									2
2166	1	2																																									2
2167	1	2																																									2
2168	1	2																																									2
2169	1	2																																									2
2170	1	1	1	30	1			1			22200	4	0	1							1			1			1			3	12.0	100.0	100.0	1		2	2	3		0	1		2
2171	1	2																																									2
2172	1	2																																									2
2173	1	2																																									2
2174	1	2																																									2
2175	1	2																																									2
2176	3	1	1	8	3			3			72000	1	1	1							3			3			3			2	12.0	100.0	100.0	1		2	2	1		0	2		2
2177	1	1	1	4	1	2		1			105000	0	11	1							1			1			1			1	11.0	100.0	100.0	3	1	1	2	2		0	2		2
2178	1	2																																									2
2179	1	2																																									2
2180	1	2																																									2
2181	1	2																																									2
2182	1	2																																									2
2183	1	2																																									2
2184	1	2																																									2
2185	1	2																																									2
2186	1	2																																									2
2187	1	2																																									2
2188	1	1	1	30	1			1			12000	15	1	1							1			1			1			3	12.0	100.0	100.0	3		4	2	3		0	1		2
2189	1	2																																									2
2190	1	2																																									2
2191	1	1	1	31	1			1			3600	7	3	1							1			1			1			3	12.0	100.0	100.0	1		4	2	2		0	1		2
2192	1	2																																									2
2193	1	2																																									2
2194	1	2																																									2
2195	1	2																																									2
2196	1	2																																									2
2197	1	2																																									2
2198	1	2																																									2
2199	1	2																																									2
